id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
1467,great eatscomma good times.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1467,great eatscomma good times.,,,,,food,positive,,,,,,food,,, food
555,Make sure you try this place as often as you can.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
970,Grilled whole fish wonderfulcomma great spicing.,fish,positive,14,18,,,,,,,fish,,,,fish 
970,Grilled whole fish wonderfulcomma great spicing.,,,,,food,positive,,,,,,food,,, food
3506,For yearscomma I thought Tuscan cuisine was the bestcomma but Salvatore converted me to the hearty Neapolitan fare on my first visit.,Tuscan cuisine,conflict,21,35,,,,,,,Tuscan cuisine,,,,Tuscan cuisine 
3506,For yearscomma I thought Tuscan cuisine was the bestcomma but Salvatore converted me to the hearty Neapolitan fare on my first visit.,Neapolitan fare,positive,91,106,,,,,,,Neapolitan fare,,,,Neapolitan fare 
3506,For yearscomma I thought Tuscan cuisine was the bestcomma but Salvatore converted me to the hearty Neapolitan fare on my first visit.,,,,,food,positive,,,,,,food,,, food
1123,Pluscomma when our entrees were held up in the kitchen on a busy Saturday nightcomma the owner sent over complimentary summer rolls to hold us over!,entrees,negative,15,22,,,,,,,entrees,,,,entrees 
1123,Pluscomma when our entrees were held up in the kitchen on a busy Saturday nightcomma the owner sent over complimentary summer rolls to hold us over!,summer rolls,positive,111,123,,,,,,,summer rolls,,,,summer rolls 
1123,Pluscomma when our entrees were held up in the kitchen on a busy Saturday nightcomma the owner sent over complimentary summer rolls to hold us over!,owner,positive,81,86,,,,,,,owner,,,,owner 
1123,Pluscomma when our entrees were held up in the kitchen on a busy Saturday nightcomma the owner sent over complimentary summer rolls to hold us over!,,,,,service,positive,,,,,,service,,, service
2314,The service was great as well.,service,positive,4,11,,,,,,,service,,,,service 
2314,The service was great as well.,,,,,service,positive,,,,,,service,,, service
397,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,positive,8,24,,,,,,,lobster teriyaki,,,,lobster teriyaki 
397,Try the lobster teriyaki and the rose special roll.,rose special roll,positive,33,50,,,,,,,rose special roll,,,,rose special roll 
397,Try the lobster teriyaki and the rose special roll.,,,,,food,positive,,,,,,food,,, food
1395,Another plus is most of the entrees are approx.,entrees,positive,28,35,,,,,,,entrees,,,,entrees 
1395,Another plus is most of the entrees are approx.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2246,I will go back to Suan soon!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
60,Loved it!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2987,The food was deliciouscomma the atmosphere was relaxedcomma and we have now adopted Plate 347 as our Secret on Second!,food,positive,4,8,,,,,,,food,,,,food 
2987,The food was deliciouscomma the atmosphere was relaxedcomma and we have now adopted Plate 347 as our Secret on Second!,atmosphere,positive,28,38,,,,,,,atmosphere,,,,atmosphere 
2987,The food was deliciouscomma the atmosphere was relaxedcomma and we have now adopted Plate 347 as our Secret on Second!,,,,,food,positive,,,,,,food,,, food
2987,The food was deliciouscomma the atmosphere was relaxedcomma and we have now adopted Plate 347 as our Secret on Second!,,,,,ambience,positive,,,,,,ambience,,, ambience
463,We were pleasantly surprised.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3457,From the moment we walked in they were more than accomodating even though the place was packed.,place,negative,78,83,,,,,,,place,,,,place 
3457,From the moment we walked in they were more than accomodating even though the place was packed.,,,,,service,positive,,,,,,service,,, service
3457,From the moment we walked in they were more than accomodating even though the place was packed.,,,,,ambience,negative,,,,,,ambience,,, ambience
3473,It is LOUDcomma HOT and DARK.,,,,,ambience,negative,,,,,,ambience,,, ambience
938,I found the foodcomma service and value exceptional everytime I have been there.,food,positive,12,16,,,,,,,food,,,,food 
938,I found the foodcomma service and value exceptional everytime I have been there.,service,positive,18,25,,,,,,,service,,,,service 
938,I found the foodcomma service and value exceptional everytime I have been there.,value,positive,30,35,,,,,,,value,,,,value 
938,I found the foodcomma service and value exceptional everytime I have been there.,,,,,food,positive,,,,,,food,,, food
938,I found the foodcomma service and value exceptional everytime I have been there.,,,,,service,positive,,,,,,service,,, service
938,I found the foodcomma service and value exceptional everytime I have been there.,,,,,price,positive,,,,,,price,,, price
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative,74,79,,,,,,,foods,,,,foods 
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,,,,,food,negative,,,,,,food,,, food
2931,The food is definitely goodcomma but I left a bit disappointed.,food,positive,4,8,,,,,,,food,,,,food 
2931,The food is definitely goodcomma but I left a bit disappointed.,,,,,food,conflict,,,,,,food,,, food
2931,The food is definitely goodcomma but I left a bit disappointed.,,,,,anecdotes/miscellaneous,conflict,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3017,I am a 100 lb girlcomma had a glass of wine and a glass of beer prior to the dinnercomma and I was still HUNGRY after my visit to this place!,glass of wine,neutral,26,39,,,,,,,glass of wine,,,,glass of wine 
3017,I am a 100 lb girlcomma had a glass of wine and a glass of beer prior to the dinnercomma and I was still HUNGRY after my visit to this place!,glass of beer,neutral,46,59,,,,,,,glass of beer,,,,glass of beer 
3017,I am a 100 lb girlcomma had a glass of wine and a glass of beer prior to the dinnercomma and I was still HUNGRY after my visit to this place!,dinner,neutral,73,79,,,,,,,dinner,,,,dinner 
3017,I am a 100 lb girlcomma had a glass of wine and a glass of beer prior to the dinnercomma and I was still HUNGRY after my visit to this place!,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3017,I am a 100 lb girlcomma had a glass of wine and a glass of beer prior to the dinnercomma and I was still HUNGRY after my visit to this place!,,,,,food,negative,,,,,,food,,, food
1366,The drinks are a saving gracecomma but service staffcomma pleasecomma get over yourselves.,drinks,positive,4,10,,,,,,,drinks,,,,drinks 
1366,The drinks are a saving gracecomma but service staffcomma pleasecomma get over yourselves.,service staff,negative,35,48,,,,,,,service staff,,,,service staff 
1366,The drinks are a saving gracecomma but service staffcomma pleasecomma get over yourselves.,,,,,food,positive,,,,,,food,,, food
1366,The drinks are a saving gracecomma but service staffcomma pleasecomma get over yourselves.,,,,,service,negative,,,,,,service,,, service
1613,It was wonderful.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2309,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,49,62,,,,,,,delivery guys,,,,delivery guys 
2309,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,,,,,service,negative,,,,,,service,,, service
1905,Will give it another chance before I write it off.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2785,The all-Italian staff is warm and engaging from the start.,staff,positive,16,21,,,,,,,staff,,,,staff 
2785,The all-Italian staff is warm and engaging from the start.,,,,,service,positive,,,,,,service,,, service
1946,Village is one of those places that scores on all fronts.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1638,The prices are exceptionally reasonable for food of this caliber.,prices,positive,4,10,,,,,,,prices,,,,prices 
1638,The prices are exceptionally reasonable for food of this caliber.,food,positive,44,48,,,,,,,food,,,,food 
1638,The prices are exceptionally reasonable for food of this caliber.,,,,,price,positive,,,,,,price,,, price
1638,The prices are exceptionally reasonable for food of this caliber.,,,,,food,positive,,,,,,food,,, food
2472,If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,positive,42,61,,,,,,,Tamarind Margaritas,,,,Tamarind Margaritas 
2472,If you go here - your focus should be the Tamarind Margaritas.,,,,,food,positive,,,,,,food,,, food
544,It is the best hidden spot there and I rave about it to everyone.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
260,The filet mignon dish was superb!,filet mignon dish,positive,4,21,,,,,,,filet mignon dish,,,,filet mignon dish 
260,The filet mignon dish was superb!,,,,,food,positive,,,,,,food,,, food
3482,I had been a regular due to the consistently good food and ease of getting a table.,food,positive,50,54,,,,,,,food,,,,food 
3482,I had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive,67,82,,,,,,,getting a table,,,,getting a table 
3482,I had been a regular due to the consistently good food and ease of getting a table.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3482,I had been a regular due to the consistently good food and ease of getting a table.,,,,,food,positive,,,,,,food,,, food
3482,I had been a regular due to the consistently good food and ease of getting a table.,,,,,service,positive,,,,,,service,,, service
695,Can't wait wait for my next visit.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2807,This place is the most Japanese it can ever get.,place,positive,5,10,,,,,,,place,,,,place 
2807,This place is the most Japanese it can ever get.,,,,,ambience,positive,,,,,,ambience,,, ambience
3120,The food is goodcomma I can't lie.,food,positive,4,8,,,,,,,food,,,,food 
3120,The food is goodcomma I can't lie.,,,,,food,positive,,,,,,food,,, food
3590,great foodcomma lt's of itcomma more then one person can eat!,food,positive,6,10,,,,,,,food,,,,food 
3590,great foodcomma lt's of itcomma more then one person can eat!,,,,,food,positive,,,,,,food,,, food
1534,I didn't expect to like Nosh as much as I didcomma but the pastrami on challah sandwich I had was otherworldlycomma the soups are like Mom'scomma and the knishes give Yonah Schimmel's a run for its money.,pastrami on challah sandwich,positive,55,83,,,,,,,pastrami on challah sandwich,,,,pastrami on challah sandwich 
1534,I didn't expect to like Nosh as much as I didcomma but the pastrami on challah sandwich I had was otherworldlycomma the soups are like Mom'scomma and the knishes give Yonah Schimmel's a run for its money.,soups,positive,112,117,,,,,,,soups,,,,soups 
1534,I didn't expect to like Nosh as much as I didcomma but the pastrami on challah sandwich I had was otherworldlycomma the soups are like Mom'scomma and the knishes give Yonah Schimmel's a run for its money.,knishes,positive,142,149,,,,,,,knishes,,,,knishes 
